,distance_liquid,distance_column,ratio,-ln_intensity,I_empty,I_full
1044,16.53590920795027,1.1409050792103876,0.06454246000870589,2.6035896066277746,11523.774117647059,852.8450588235287
1045,16.519440529487426,1.1419689295097442,0.06465899180702117,2.602131359675518,11510.19941176471,853.0835294117633
1046,16.502904805157247,1.1430390443373106,0.064776305200022,2.602709350680564,11525.378352941187,853.7149411764703
1047,16.48630183733693,1.1441154652121348,0.06489440638746054,2.60057556950587,11503.311294117639,853.9004705882348
1048,16.46963142679923,1.145198234089456,0.06501330164050417,2.5986814014806945,11491.108352941179,854.6118823529423
1049,16.452893372696025,1.1462873933665314,0.06513299730274826,2.5971757552122035,11497.731117647061,856.3928823529409
1050,16.436087472542063,1.1473829858881217,0.0652534997912214,2.5947116993011767,11458.107058823529,855.5470588235307
1051,16.419213522198113,1.1484850549524914,0.06537481559743212,2.593881325017018,11465.36364705882,856.8000588235304
1052,16.402271315854062,1.1495936443172496,0.06549695128841905,2.5937759476411837,11435.585647058815,854.6648235294106
1053,16.38526064601172,1.15070879820545,0.06561991350782827,2.5911291852489007,11457.54217647059,858.5752352941172
1054,16.36818130346748,1.151830561311609,0.06574370897699917,2.586721090101125,11454.280352941176,862.1227647058827
1055,16.351033077294574,1.1529589788080479,0.06586834449608187,2.5854186403231925,11426.459294117645,861.1496470588236
1056,16.33381575482534,1.1540940963510309,0.06599382694515649,2.5849259338790613,11443.861176470593,862.8861764705875
1057,16.31652912163296,1.1552359600873103,0.06612016328538947,2.581213459208004,11432.501941176468,865.2358823529407
1058,16.299172961513037,1.1563846166606915,0.06624736056020487,2.5825217231358693,11419.510941176468,863.1227647058813
1059,16.281747056464937,1.1575401132185945,0.0663754258964703,2.5784124159003303,11448.365058823532,868.8667647058837
1060,16.264251186673054,1.1587024974187905,0.06650436650570633,2.5756998777080544,11401.08505882353,867.6287647058834
1061,16.246685130487325,1.1598718174362759,0.06663418968532056,2.573742298618715,11412.168647058817,870.1739999999991
1062,16.22904866440402,1.1610481219703281,0.0667649028198649,2.570641854144331,11387.73223529412,871.0070588235285
1063,16.21134156304592,1.1622314602513946,0.06689651338230113,2.567908049254967,11393.30876470589,873.8191764705862
1064,16.19356359914225,1.1634218820485422,0.06702902893531282,2.567521718077974,11381.18223529411,873.2264117647046
1065,16.1757145435084,1.164619437676624,0.06716245713261833,2.566923097573536,11365.346764705884,872.5335882352942
1066,16.15779416502533,1.1658241780038026,0.06729680572031996,2.5618236833394614,11372.334823529416,877.5335882352933
1067,16.139802230618677,1.1670361544590229,0.06743208253826792,2.5625476433848986,11335.672882352937,874.0715882352943
1068,16.12173850523756,1.1682554190399337,0.06756829552146602,2.560959662224042,11339.355588235298,875.7451176470599
1069,16.103602751833062,1.1694820243204838,0.06770545270147801,2.5572289430849917,11352.177117647061,880.0122941176464
1070,16.085394731336468,1.1707160234590468,0.0678435622078806,2.5559200404540197,11322.13947058824,878.8333529411766
1071,16.06711420263702,1.1719574702064648,0.06798263226973157,2.5539030000743574,11333.979176470593,881.528647058823
1072,16.048760922559552,1.1732064189143614,0.06812267121707098,2.552552466110536,11325.156882352941,882.0328823529399
1073,16.03033464584153,1.1744629245434695,0.06826368748244377,2.5513285954400917,11354.353176470588,885.3897058823527
1074,16.011835125110245,1.175727042672154,0.06840568960245108,2.5484471183518598,11367.603411764703,888.9808235294113
1075,15.993262110858991,1.1769988295051892,0.06854868621933856,2.5437580229269363,11336.46529411765,890.7125882352948
1076,15.974615351423544,1.1782783418824216,0.06869268608259682,2.5437029097135975,11371.82117647059,893.5397647058835
1077,15.955894592957689,1.1795656372880696,0.06883769805062027,2.544145914758796,11347.948647058827,891.26905882353
1078,15.937099579409026,1.180860773859429,0.06898373109235288,2.5438094351588356,11361.297352941172,892.6177647058844
1079,15.918230052493712,1.1821638103965881,0.06913079428901407,2.538281725679622,11361.46823529412,897.5790588235309
1080,15.899285751671421,1.183474806371681,0.06927889683581988,2.5356369890826804,11332.475000000002,897.6594705882349
1081,15.880266414119756,1.1847938219385128,0.06942804804374833,2.5354385723475876,11347.939,899.0627647058809
1082,15.8611717747079,1.186120917942576,0.06957825734135151,2.533326686245708,11343.046588235286,900.5750588235292
1083,15.842001565970468,1.18745615593072,0.06972953427657066,2.528979501454267,11338.474176470594,904.1339411764707
1084,15.822755518080482,1.1887995981615678,0.06988188851861889,2.5303226873097517,11335.907470588236,902.715941176471
1085,15.80343335882226,1.1901513076157357,0.07003532985987716,2.527171749148899,11330.593117647062,905.1402941176475
1086,15.784034813563572,1.1915113480064754,0.07018986821784083,2.5242559991031275,11363.083294117645,910.3863529411765
1087,15.764559605227761,1.1928797837901666,0.07034551363708286,2.523678054231326,11350.220588235297,909.8815294117653
1088,15.745007454265007,1.1942566801775492,0.0705022762912865,2.5224865028029795,11355.055705882352,911.3544117647052
1089,15.725378078623523,1.1956421031444986,0.07066016648527926,2.5203142227552373,11358.749058823534,913.6333529411768
1090,15.705671193720036,1.1970361194436094,0.07081919465714055,2.5204541847475492,11340.226941176483,912.0158823529387
1091,15.685886512409859,1.198438796615516,0.07097937138032402,2.5167332946735668,11332.99876470588,914.8322352941191
1092,15.666023744956727,1.1998502030008016,0.07114070736584062,2.515130991000637,11328.799941176469,915.959764705884
1093,15.646082599001796,1.2012704077517729,0.0713032134644666,2.5140398833188833,11349.309352941174,918.6197647058816
1094,15.626062779532376,1.2026994808447817,0.07146690066901137,2.5118542295726947,11362.48,921.698117647059
1095,15.605963988850267,1.2041374930924071,0.07163178011660938,2.5120969488513913,11347.914235294113,920.2931764705872
1096,15.585785926539238,1.2055845161563106,0.07179786309108287,2.5090219539669025,11371.684882352945,925.0611176470597
1097,15.565528289432347,1.2070406225599406,0.07196516102532831,2.5089894827316344,11357.091764705878,923.9039999999995
1098,15.545190771578493,1.208505885701694,0.07213368550376296,2.5054678494955187,11351.96682352941,926.7450000000008
1099,15.524773064208693,1.2099803798681759,0.07230344826481078,2.503353293568072,11334.029058823531,927.2392352941183
1100,15.504274855701501,1.2114641802479422,0.07247446120345177,2.499173608196831,11301.761705882347,928.4720588235286
1101,15.48369583154804,1.2129573629451862,0.07264673637380425,2.5003425197211646,11319.906470588234,928.8762941176474
1102,15.463035674316657,1.214460004993871,0.0728202859917682,2.4965887626191425,11347.231176470585,934.6202352941177
1103,15.442294063616416,1.2159721843722622,0.07299512243773142,2.4935069088443056,11302.49488235294,933.80894117647
1104,15.421470676060869,1.217493980017272,0.0731712582593008,2.490414167745811,11257.823058823531,932.9992352941181
1105,15.400565185230251,1.2190254718398759,0.0733487061741374,2.4893128658375554,11209.045058823529,929.9803529411761
1106,15.379577261633893,1.2205667407398035,0.07352747907278827,2.484740710058389,11244.822588235294,937.22405882353
1107,15.35850657267161,1.2221178686213623,0.07370759002162529,2.4846783527504925,11202.906588235297,933.7887058823535
1108,15.337352782594296,1.2236789384091917,0.07388905226582375,2.478977997118024,11248.757588235292,942.9704705882345
1109,15.316115552464344,1.2252500340643824,0.07407187923240297,2.4775157212404157,11255.506470588232,944.9169411764719
1110,15.294794540115044,1.226831240600811,0.07425608453332579,2.4747330140607406,11255.154647058822,947.5204117647063
1111,15.27338940010936,1.2284226441020554,0.07444168196867612,2.4716660922297375,11294.666823529406,953.7674117647039
1112,15.251899783698098,1.2300243317383828,0.07462868552988777,2.4707609987426524,11250.277411764708,950.8792352941191
1113,15.2303253387773,1.2316363917841482,0.07481710940304453,2.468897345196703,11256.002235294123,953.1377647058821
1114,15.208665709844901,1.2332589136356304,0.07500696797225472,2.468707346435592,11242.304588235293,952.1587647058809
1115,15.186920537956837,1.234891987829009,0.07519827582308335,2.466627500466241,11214.994588235291,951.8233529411764
1116,15.16508946068204,1.236535706059101,0.07539104774608074,2.464332900956125,11223.222470588238,954.7098235294125
1117,15.143172112057059,1.238190161197931,0.07558529874035327,2.4601008597069276,11207.773411764705,957.4389999999989
1118,15.121168122539661,1.2398554473140138,0.0757810440172297,2.457224498014522,11194.998764705877,959.1024705882364
1119,15.099077118961693,1.241531659692109,0.07597829900400999,2.456858962244695,11190.21617647059,959.0432352941157
1120,15.076898724481085,1.2432188948531202,0.07617707934777976,2.4531319915772096,11174.04764705882,961.233352941179
1121,15.054632558533116,1.244917250574412,0.07637740091930653,2.45224303735306,11181.894294117654,962.7638235294112
1122,15.032278236780753,1.246626825910779,0.07657927981703355,2.4491763892147382,11181.111823529414,965.6532352941172
1123,15.00983537106417,1.2483477212156693,0.07678273237114941,2.447077039839016,11187.306176470589,968.2187058823542
1124,14.987303569349388,1.250080038162734,0.07698777514773947,2.445570868381777,11174.624941176467,968.5789411764708
1125,14.96468243567578,1.2518238797682422,0.0771944249530523,2.443570305323784,11139.916823529407,967.504176470587
1126,14.941971570103089,1.253579350413272,0.07740269883781788,2.4414596642732085,11177.144058823535,972.7884117647086
1127,14.919170568657044,1.2553465558671775,0.0776126141017087,2.440539197940521,11147.853705882359,971.1326470588237
1128,14.896279023274419,1.2571256033107456,0.07782418829785126,2.4365488014588537,11175.444058823528,977.4287058823529
1129,14.873296521746786,1.2589166013604736,0.07803743923747462,2.4349944281144476,11167.720294117651,978.2725882352929
